obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Mike Piazza,Derek Jeter,Mariano Rivera,Alex Rodriguez,Mike Piazza,The others are New York Yankees,
Francisco Liriano,Joe Mauer,Johan Santana,Todd Helton,Todd Helton,The others are Minnesota Twins,
Andruw Jones,J.T. Snow,Barry Bonds,Jeff Kent,Jeff Kent,The others are San Francisco Giants,
Curt Schilling,Jason Varitek,Manny Ramirez,David Ortiz,Curt Schilling,The others are Boston Red Sox,
Carlos Beltran,Mike Cameron,Cliff Floyd,John Smoltz,John Smoltz,The others are New York Mets,
Travis Hafner,Mark Teixeira,Grady Sizemore,CC Sabathia,Mark Teixeira,The others are Cleveland Indians,
Michael Bourn,Todd Helton,Garrett Atkins,Matt Holliday,Michael Bourn,The others are Colorado Rockies,
Garret Anderson,Vladimir Guerrero,Tim Salmon,Mike Scioscia,Mike Scioscia,The others are Los Angeles Angels,
Jimmy Rollins,A.J. Pierzynski,Chase Utley,Ryan Howard,A.J. Pierzynski,The others are Philadelphia Phillies,
Brian Giles,Trevor Hoffman,Adrian Gonzalez,Jake Peavy,Adrian Gonzalez,The others are San Diego Padres,
Bobby Jenks,Jon Garland,Jermaine Dye,Mark Buehrle,Bobby Jenks,The others are Chicago White Sox,
Andy Pettitte,Chien-Ming Wang,Derek Jeter,Jason Giambi,Chien-Ming Wang,The others are New York Yankees,
Chipper Jones,John Smoltz,Jeff Francoeur,Andruw Jones,John Smoltz,The others are Atlanta Braves,
Scott Hairston,Adrian Gonzalez,Mike Cameron,Brian Giles,Mike Cameron,The others are San Diego Padres,
Ryan Howard,Jimmy Rollins,Chase Utley,Cole Hamels,Cole Hamels,The others are Philadelphia Phillies,
Kenji Johjima,Jamie Moyer,Ichiro Suzuki,Felix Hernandez,Jamie Moyer,The others are Seattle Mariners,
Jose Reyes,Carlos Beltran,Pedro Martinez,David Wright,Pedro Martinez,The others are New York Mets,
Andy Pettitte,Mariano Rivera,Jorge Posada,Derek Jeter,Jorge Posada,The others are New York Yankees,
Carlos Lee,Michael Bourn,Craig Biggio,Lance Berkman,Craig Biggio,The others are Houston Astros,
Scott Kazmir,Evan Longoria,Matt Garza,Carl Crawford,Matt Garza,The others are Tampa Bay Rays,
Mark Buehrle,Paul Konerko,Scott Podsednik,Jermaine Dye,Scott Podsednik,The others are Chicago White Sox,
CC Sabathia,Grady Sizemore,Jim Thome,Travis Hafner,CC Sabathia,The others are Cleveland Indians,
Barry Bonds,Omar Vizquel,Jeff Kent,Mike Piazza,Omar Vizquel,The others are San Francisco Giants,
Jim Edmonds,Albert Pujols,Chris Carpenter,Scott Rolen,Chris Carpenter,The others are St. Louis Cardinals,
Mark Teixeira,Alex Rodriguez,Andy Pettitte,Derek Jeter,Andy Pettitte,The others are New York Yankees,
Aaron Cook,Matt Holliday,Todd Helton,Garrett Atkins,Aaron Cook,The others are Colorado Rockies,
Garret Anderson,Torii Hunter,Francisco Rodriguez,Vladimir Guerrero,Francisco Rodriguez,The others are Los Angeles Angels,
Brad Lidge,Chase Utley,Ryan Howard,Jimmy Rollins,Brad Lidge,The others are Philadelphia Phillies,
Albert Pujols,Andy Pettitte,Derek Jeter,Mariano Rivera,Albert Pujols,The others are New York Yankees,
Jim Edmonds,Scott Rolen,Chris Carpenter,Todd Helton,Todd Helton,The others are St. Louis Cardinals,
Mike Piazza,Barry Bonds,Robb Nen,Jeff Kent,Jeff Kent,The others are San Francisco Giants,
Travis Hafner,Pedro Martinez,Manny Ramirez,David Ortiz,Travis Hafner,The others are Boston Red Sox,
Luis Gonzalez,Jermaine Dye,Randy Johnson,Curt Schilling,Jermaine Dye,The others are Arizona Diamondbacks,
Alex Rodriguez,Vladimir Guerrero,Mark Teixeira,Michael Young,Alex Rodriguez,The others are Texas Rangers,
Ken Griffey Jr.,Jamie Moyer,Richie Sexson,Ichiro Suzuki,Richie Sexson,The others are Seattle Mariners,
Mike Mussina,Jason Giambi,Derek Jeter,Andy Pettitte,Jason Giambi,The others are New York Yankees,
Todd Helton,Matt Holliday,Adrian Gonzalez,Larry Walker,Adrian Gonzalez,The others are Colorado Rockies,
Joe Mauer,Johan Santana,Justin Morneau,Torii Hunter,Torii Hunter,The others are Minnesota Twins,
Carlos Beltran,Billy Butler,Mike Sweeney,Jermaine Dye,Billy Butler,The others are Kansas City Royals,
Rafael Furcal,John Smoltz,Chipper Jones,Andruw Jones,Rafael Furcal,The others are Atlanta Braves,
Paul Konerko,Magglio Ordonez,Jermaine Dye,Frank Thomas,Jermaine Dye,The others are Chicago White Sox,
Roger Clemens,Derek Jeter,Andy Pettitte,Mike Piazza,Mike Piazza,The others are New York Yankees,
Mark Buehrle,Jon Garland,Jermaine Dye,Frank Thomas,Mark Buehrle,The others are Chicago White Sox,
Vladimir Guerrero,David Eckstein,Garret Anderson,Tim Salmon,Garret Anderson,The others are Anaheim Angels,
Andy Pettitte,Mike Mussina,Jason Giambi,Derek Jeter,Mike Mussina,The others are New York Yankees,
Matt Garza,Scott Kazmir,Rocco Baldelli,James Shields,Rocco Baldelli,The others are Tampa Bay Rays,
CC Sabathia,Grady Sizemore,Jim Thome,Travis Hafner,Grady Sizemore,The others are Cleveland Indians,
J.T. Snow,Jeff Kent,Barry Bonds,Rich Aurilia,Rich Aurilia,The others are San Francisco Giants,
Kevin Youkilis,Manny Ramirez,David Ortiz,Pedro Martinez,Kevin Youkilis,The others are Boston Red Sox,
Todd Walker,Kerry Wood,Derrek Lee,Alfonso Soriano,Alfonso Soriano,The others are Chicago Cubs,
John Smoltz,Greg Maddux,Andruw Jones,Mike Hampton,Andruw Jones,The others are Atlanta Braves,
Ichiro Suzuki,Ken Griffey Jr.,Adrian Beltre,Jamie Moyer,Adrian Beltre,The others are Seattle Mariners,
Mark Teixeira,Alex Rodriguez,Hank Blalock,Michael Young,Hank Blalock,The others are Texas Rangers,
Jason Varitek,Trot Nixon,Pedro Martinez,David Ortiz,Trot Nixon,The others are Boston Red Sox,
Johan Santana,Torii Hunter,Joe Mauer,Justin Morneau,Johan Santana,The others are Minnesota Twins,
Todd Helton,Aaron Cook,Larry Walker,Matt Holliday,Aaron Cook,The others are Colorado Rockies,
Paul Konerko,Frank Thomas,Freddy Garcia,Jermaine Dye,Freddy Garcia,The others are Chicago White Sox,
David Wright,Jose Reyes,Pedro Martinez,Carlos Delgado,Pedro Martinez,The others are New York Mets,
Andruw Jones,Rafael Furcal,Tom Glavine,John Smoltz,Rafael Furcal,The others are Atlanta Braves,
Aubrey Huff,Travis Lee,Rocco Baldelli,Carl Crawford,Rocco Baldelli,The others are Tampa Bay Rays,
Roger Clemens,Barry Bonds,Omar Vizquel,Sammy Sosa,Omar Vizquel,The others are power hitters,
Todd Helton,Mike Piazza,Scott Rolen,Jon Lieber,Todd Helton,The others are Silver Slugger winners,
Johan Santana,Andruw Jones,Torii Hunter,Mike Cameron,Johan Santana,The others are Gold Glove winners,
Derek Jeter,Jamie Moyer,Nomar Garciaparra,Alex Rodriguez,Jamie Moyer,The others are All-Star shortstops,
Greg Maddux,Pedro Martinez,Carlos Delgado,Randy Johnson,Carlos Delgado,The others are Cy Young winners,
Johnny Damon,Barry Zito,Scott Podsednik,Ichiro Suzuki,Barry Zito,The others are batting champions,
Jeff Kent,Travis Lee,Richie Sexson,Sean Casey,Richie Sexson,The others are first basemen,
Mariano Rivera,Francisco Rodriguez,Vladimir Guerrero,Trevor Hoffman,Vladimir Guerrero,The others are closers,
Andruw Jones,Billy Wagner,Scott Rolen,Jeff Kent,Billy Wagner,The others are National League MVPs,
Travis Hafner,Jim Thome,David Ortiz,Mark Buehrle,Mark Buehrle,The others are designated hitters,
Carlos Delgado,Frank Thomas,Jamie Moyer,Jason Giambi,Jamie Moyer,The others are slugger first basemen,
Tim Hudson,Andy Pettitte,Mark Mulder,Mike Scioscia,Mike Scioscia,The others are postseason heroes,
Placido Polanco,Richie Sexson,Mark Loretta,Todd Walker,Placido Polanco,The others are second basemen,
Brad Penny,John Smoltz,Tim Hudson,Andruw Jones,Andruw Jones,The others are Braves pitchers,
Derek Jeter,Mike Mussina,Andy Pettitte,Mariano Rivera,Derek Jeter,The others are Yankees pitchers,
Scott Rolen,Andruw Jones,John Franco,Mike Cameron,John Franco,The others are defensive stars,
Tim Lincecum,Jason Schmidt,Matt Cain,Rich Aurilia,Rich Aurilia,The others are Giants pitchers,
Mike Cameron,Billy Wagner,Carlos Beltran,Andruw Jones,Billy Wagner,The others are center fielders,
Andruw Jones,Todd Helton,Scott Rolen,Jamie Moyer,Jamie Moyer,The others are top defensive players,
Esteban Loaiza,Vladimir Guerrero,David Ortiz,Miguel Tejada,Esteban Loaiza,The others are slugging outfielders,
Roy Halladay,Johan Santana,Chris Carpenter,Scott Rolen,Scott Rolen,The others are Cy Young winners,
Barry Bonds,Mike Scioscia,Tony La Russa,Joe Torre,Barry Bonds,The others are World Series winners,
Pedro Martinez,Randy Johnson,Scott Rolen,Curt Schilling,Scott Rolen,The others are 300-strikeout pitchers,
Mariano Rivera,Todd Helton,Albert Pujols,Miguel Cabrera,Mariano Rivera,The others are MVP first basemen,
Manny Ramirez,Alex Rodriguez,Johan Santana,Barry Bonds,Johan Santana,The others are MVP outfielders,
Jamie Moyer,Todd Helton,Andruw Jones,Scott Rolen,Jamie Moyer,The others are Gold Glove infielders,
Mike Hampton,Jeff Weaver,Scott Rolen,Andy Pettitte,Scott Rolen,The others are postseason pitchers,
Andruw Jones,Richie Sexson,Adrian Beltre,Mike Cameron,Richie Sexson,The others are Gold Glove winners,
Travis Hafner,Frank Thomas,Mariano Rivera,Jim Thome,Mariano Rivera,The others are slugging DHs,
Manny Ramirez,Greg Maddux,David Ortiz,Travis Hafner,Greg Maddux,The others are designated hitters,
Francisco Liriano,Johan Santana,Alex Rodriguez,Boof Bonser,Alex Rodriguez,The others are Minnesota Twins pitchers,
Andy Pettitte,Mike Mussina,Mariano Rivera,Derek Jeter,Mariano Rivera,The others are World Series champions with the Yankees,
Scott Rolen,Jim Edmonds,Yadier Molina,Albert Pujols,Yadier Molina,The others are St. Louis Cardinals infielders,
Barry Bonds,Jeff Kent,Rich Aurilia,Robb Nen,Robb Nen,The others are San Francisco Giants infielders,
Pedro Martinez,Josh Beckett,Curt Schilling,David Ortiz,David Ortiz,The others are Boston Red Sox pitchers,
Mike Piazza,Tom Glavine,Carlos Delgado,John Olerud,John Olerud,The others are New York Mets sluggers,
Rafael Furcal,Chipper Jones,Greg Maddux,Andruw Jones,Greg Maddux,The others are Atlanta Braves outfielders,
Matt Holliday,Jeff Francis,Brad Hawpe,Todd Helton,Matt Holliday,The others are Colorado Rockies outfielders,
Ichiro Suzuki,Ken Griffey Jr.,Jamie Moyer,Jay Buhner,Jamie Moyer,The others are Seattle Mariners outfielders,
Torii Hunter,Garret Anderson,Brendan Donnelly,Vladimir Guerrero,Brendan Donnelly,The others are Anaheim Angels outfielders,
Mike Mussina,Mariano Rivera,Roger Clemens,Andy Pettitte,Andy Pettitte,The others are New York Yankees pitchers,
Mariano Rivera,Derek Jeter,Andy Phillips,Jason Giambi,Mariano Rivera,The others are New York Yankees infielders,
James Shields,Matt Garza,Akinori Iwamura,Scott Kazmir,Akinori Iwamura,The others are Tampa Bay Rays pitchers,
Jose Reyes,David Wright,Tom Glavine,Carlos Beltran,Tom Glavine,The others are New York Mets outfielders,
Travis Hafner,CC Sabathia,Victor Martinez,Jim Thome,CC Sabathia,The others are Cleveland Indians sluggers,
Jimmy Rollins,Ryan Howard,Bobby Abreu,Chase Utley,Jimmy Rollins,The others are Philadelphia Phillies outfielders,
Placido Polanco,Magglio Ordonez,Ivan Rodriguez,Justin Verlander,Justin Verlander,The others are Detroit Tigers outfielders,
Adrian Gonzalez,Jake Peavy,Trevor Hoffman,Brian Giles,Trevor Hoffman,The others are San Diego Padres sluggers,
Lance Berkman,Roy Oswalt,Michael Bourn,Hunter Pence,Roy Oswalt,The others are Houston Astros outfielders,
Scott Kazmir,Akinori Iwamura,Rocco Baldelli,Carl Crawford,Rocco Baldelli,The others are Tampa Bay Rays outfielders,
Adam Dunn,Ryan Zimmerman,Alfonso Soriano,Nick Johnson,Nick Johnson,The others are Washington Nationals sluggers,
Justin Morneau,Torii Hunter,Joe Mauer,Johan Santana,Johan Santana,The others are Minnesota Twins outfielders,
Frank Thomas,Paul Konerko,Mark Buehrle,Jermaine Dye,Paul Konerko,The others are Chicago White Sox sluggers,
Cole Hamels,Ryan Howard,Shane Victorino,Jimmy Rollins,Cole Hamels,The others are Philadelphia Phillies outfielders,
Tom Glavine,Edgar Renteria,Andruw Jones,Rafael Furcal,Rafael Furcal,The others are Atlanta Braves shortstops,
Grady Sizemore,Victor Martinez,CC Sabathia,Travis Hafner,CC Sabathia,The others are Cleveland Indians outfielders,
Jim Edmonds,Albert Pujols,Scott Rolen,Chris Carpenter,Chris Carpenter,The others are St. Louis Cardinals infielders,
Chase Utley,Jimmy Rollins,Ryan Howard,Jamie Moyer,Jamie Moyer,The others are Philadelphia Phillies infielders,
David Wright,Carlos Beltran,Jose Reyes,Pedro Martinez,Pedro Martinez,The others are New York Mets shortstops,
Vladimir Guerrero,Miguel Tejada,Kelvim Escobar,Garret Anderson,Vladimir Guerrero,The others are Anaheim Angels infielders,
Derek Jeter,Johan Santana,Alex Rodriguez,Mariano Rivera,Johan Santana,The others are Yankees,
Todd Helton,Scott Rolen,Jason Giambi,Mike Piazza,Todd Helton,The others played for the Rockies,
Roger Clemens,Randy Johnson,Curt Schilling,Barry Bonds,Randy Johnson,The others are Cy Young winners,
Chipper Jones,Todd Jones,Andruw Jones,Vinny Castilla,Chipper Jones,The others played for the Braves,
Mike Hampton,Scott Kazmir,John Smoltz,Pedro Martinez,Pedro Martinez,The others are Cy Young winners,
Mike Piazza,Jason Varitek,Pedro Martinez,Derek Lowe,Derek Lowe,The others played for the Red Sox,
Jim Edmonds,Andruw Jones,Chris Carpenter,Scott Rolen,Scott Rolen,The others played for the Cardinals,
Scott Kazmir,Larry Walker,Todd Helton,Matt Holliday,Scott Kazmir,The others played for the Rockies,
Jason Giambi,Barry Bonds,Mike Mussina,Roger Clemens,Mike Mussina,The others are accused of using steroids,
Tom Glavine,John Smoltz,Greg Maddux,Randy Johnson,Randy Johnson,The others are Braves' rotation members,
Mariano Rivera,Mike Mussina,Andy Pettitte,Andruw Jones,Mariano Rivera,The others played for the Yankees,
Jim Thome,Travis Hafner,Scott Kazmir,Grady Sizemore,Scott Kazmir,The others played for the Indians,
Ichiro Suzuki,Johan Santana,Ken Griffey Jr.,Jamie Moyer,Johan Santana,The others played for the Mariners,
Mike Mussina,Todd Jones,Andy Pettitte,Roger Clemens,Roger Clemens,The others are Yankees' rotation members,
Larry Walker,Randy Johnson,Scott Rolen,Todd Helton,Randy Johnson,The others played for the Rockies,
Eric Chavez,Johan Santana,Scott Hatteberg,Jason Giambi,Jason Giambi,The others played for the Athletics,
Randy Johnson,Mike Piazza,Jeff Bagwell,Craig Biggio,Craig Biggio,The others played for the Mets,
David Ortiz,Scott Kazmir,Curt Schilling,Pedro Martinez,Pedro Martinez,The others played for the Red Sox,
Vinny Castilla,Mike Hampton,Andruw Jones,Randy Johnson,Randy Johnson,The others played for the Braves,
Scott Rolen,Johan Santana,Albert Pujols,Jim Edmonds,Scott Rolen,The others played for the Cardinals,
Scott Kazmir,Derek Jeter,Mariano Rivera,Alex Rodriguez,Alex Rodriguez,The others are Yankees' core players,
Randy Johnson,Larry Walker,Todd Helton,Matt Holliday,Randy Johnson,The others played for the Rockies,
J.T. Snow,Jeff Kent,Barry Bonds,Scott Kazmir,Scott Kazmir,The others played for the Giants,
Johan Santana,John Smoltz,Greg Maddux,Tom Glavine,Johan Santana,The others are Braves' rotation members,
Barry Bonds,Pedro Martinez,Mike Hampton,John Smoltz,Barry Bonds,The others are Cy Young winners,
Andy Pettitte,Roger Clemens,Johan Santana,Mike Mussina,Johan Santana,The others are Yankees' rotation members,
Jason Giambi,Derek Jeter,Mariano Rivera,Alex Rodriguez,Alex Rodriguez,The others are Yankees' core players,
Scott Rolen,Jim Edmonds,Barry Bonds,Chris Carpenter,Chris Carpenter,The others played for the Cardinals,
Vinny Castilla,Andruw Jones,Chipper Jones,Johan Santana,Andruw Jones,The others played for the Braves,
Randy Johnson,Todd Helton,Curt Schilling,Pedro Martinez,Curt Schilling,The others are Cy Young winners,
Eric Chavez,Andy Pettitte,Scott Hatteberg,Jason Giambi,Scott Hatteberg,The others played for the Athletics,
Mike Piazza,Craig Biggio,Randy Johnson,Jeff Bagwell,Jeff Bagwell,The others played for the Mets,
Ken Griffey Jr.,Ichiro Suzuki,Scott Rolen,Jamie Moyer,Jamie Moyer,The others played for the Mariners,
Derek Jeter,Mariano Rivera,David Ortiz,Andy Pettitte,David Ortiz,The others are New York Yankees,
Barry Bonds,Roger Clemens,Johan Santana,Sammy Sosa,Johan Santana,The others are MLB home run leaders,
Michael Young,Mark Teixeira,Grady Sizemore,Ian Kinsler,Grady Sizemore,The others are Texas Rangers teammates,
Todd Helton,Jake Peavy,Matt Holliday,Larry Walker,Jake Peavy,The others are Colorado Rockies players,
Scott Rolen,Jim Edmonds,Travis Hafner,Chris Carpenter,Travis Hafner,The others are St. Louis Cardinals players,
Richie Sexson,Mike Hampton,Mike Piazza,Pedro Martinez,Richie Sexson,The others are New York Mets players,
Rafael Furcal,Tim Salmon,Garret Anderson,Vladimir Guerrero,Rafael Furcal,The others are Anaheim Angels players,
Jason Schmidt,Carlos Delgado,Barry Zito,Jeff Kent,Carlos Delgado,The others are San Francisco Giants players,
Andruw Jones,Jason Giambi,Chipper Jones,John Smoltz,Jason Giambi,The others are Atlanta Braves players,
Carlos Beltran,Adrian Gonzalez,Mike Sweeney,Zack Greinke,Adrian Gonzalez,The others are Kansas City Royals players,
David Ortiz,Michael Bourn,Jason Varitek,Kevin Youkilis,Michael Bourn,The others are Boston Red Sox players,
Fausto Carmona,Grady Sizemore,CC Sabathia,Manny Ramirez,Manny Ramirez,The others are Cleveland Indians players,
Shane Victorino,Chase Utley,Ryan Howard,Michael Cuddyer,Michael Cuddyer,The others are Philadelphia Phillies players,
Ryan Madson,Jermaine Dye,Jimmy Rollins,Scott Rolen,Jermaine Dye,The others are Philadelphia Phillies players,
Johan Santana,Torii Hunter,Justin Morneau,Magglio Ordonez,Magglio Ordonez,The others are Minnesota Twins players,
Derek Jeter,Alex Rodriguez,Johnny Damon,Mark Teixeira,Johnny Damon,The others are Yankees with 30+ HR seasons,
Todd Jones,John Lackey,Vladimir Guerrero,Francisco Rodriguez,Todd Jones,The others are Anaheim Angels players,
Chris Carpenter,Scott Rolen,Travis Lee,Jim Edmonds,Travis Lee,The others are St. Louis Cardinals players,
Ryan Howard,Jimmy Rollins,Bobby Abreu,Brad Penny,Brad Penny,The others are Philadelphia Phillies players,
Trevor Hoffman,Jake Peavy,Brandon Webb,Adrian Gonzalez,Brandon Webb,The others are San Diego Padres players,
Matt Garza,Carl Crawford,Scott Kazmir,Aaron Boone,Aaron Boone,The others are Tampa Bay Devil Rays players,
Moises Alou,Brian Roberts,Barry Bonds,Jeff Kent,Brian Roberts,The others are San Francisco Giants players,
Andruw Jones,Tom Glavine,Richie Sexson,John Smoltz,Richie Sexson,The others are Atlanta Braves players,
Mike Hampton,Pedro Martinez,Jermaine Dye,Mike Piazza,Jermaine Dye,The others are New York Mets players,
Michael Bourn,Lance Berkman,Orlando Cabrera,Hunter Pence,Orlando Cabrera,The others are Houston Astros players,
