"Mars","Venus","Mercury","Neptune","Neptune","The others are not the coldest planet."
"Jupiter","Saturn","Uranus","Venus","Venus","The others have a day longer than 16 Earth hours."
"Mars","Venus","Earth","Sun","Sun","The others are not the largest object in the solar system."
"Mars","Venus","Mercury","Pluto","Pluto","The others are not the farthest dwarf planet from the Sun."
"Jupiter","Saturn","Uranus","Venus","Venus","The others have a strong gravitational pull."
"Mars","Venus","Earth","Moon","Moon","The others are not a natural satellite."
"Jupiter","Saturn","Uranus","Mars","Mars","The others have a thick atmosphere."
"Mars","Venus","Earth","Neptune","Neptune","The others are not the windiest planet."
"Jupiter","Saturn","Uranus","Venus","Venus","The others have a thick atmosphere."
"Mars","Venus","Earth","Sun","Sun","The others are not the source of solar wind."
"Mars","Venus","Mercury","Pluto","Pluto","The others are not a trans-Neptunian object."
"Jupiter","Saturn","Uranus","Venus","Venus","The others have a strong gravitational pull."
"Mars",,,,,
"London 1908","Paris 1924","Berlin 1936","Athens 1896","Athens 1896","The others hosted the Summer Olympics twice."
"Usain Bolt","Carl Lewis","Michael Phelps","Jesse Owens","Michael Phelps","The others are Olympic sprinters."
"Jesse Owens","Paavo Nurmi","Larisa Latynina","Michael Phelps","Paavo Nurmi","The others have won 9 gold medals."
"Fencing","Archery","Athletics","Rugby","Rugby","The others have been in every Summer Olympics."
"Athens 1896","Paris 1900","St. Louis 1904","London 1948","London 1948","The others are the first three Olympic Games."
"Curling","Ice Hockey","Figure Skating","Basketball","Basketball","The others are Winter Olympic sports."
"Rio 2016","Tokyo 2020","Beijing 2022","London 2012","Beijing 2022","The others are Summer Olympics."
"Tokyo 1964","Mexico City 1968","Munich 1972","Moscow 1980","Moscow 1980","The others were not boycotted."
"Beijing 2008","London 2012","Rio 2016","Athens 2004","Athens 2004","The others had mascots that were animals."
"Bjørn Dæhlie","Marit Bjørgen","Ole Einar Bjørndalen","Usain Bolt","Usain Bolt","The others are Norwegian Winter Olympians."
"100m sprint","Marathon","Javelin throw","Short track speed skating","Short track speed skating","The others are Summer Olympic events."
"1980 Moscow","1984 Los Angeles","1988 Seoul","1976 Montreal","1976 Montreal","The others were boycotted by some countries."
"Water Polo","Handball","Basketball","Tennis","Tennis","The others are team sports."
"28","33","39","15","15","The others are the number of sports in Summer Olympics."
"Sydney 2000","Athens 2004","Beijing 2008","London 1908","London 1908","The others are the Summer Olympics of the 21st century."
"1916","1940","1944","1972","1972","The others are Olympic Games that were cancelled."
"Athens","Paris","St. Louis","Rome","St. Louis","The others are European cities that hosted the Olympics."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"1920","1924","1928","1932","1932","The others were held in Europe."
"1928","1932","1936","1948","1948","The others were held before World War II."
"1924","1928","1932","1936","1936","The others were held in even-numbered years."
"1912","1920","1924","1928","1912","The others were held after World War I."
"1900","1904","1908","1912","1912","The others were held in even-numbered years."
"1896","1900","1904","1908","1908","The others were held in even-numbered years."
"200m","400m","800m","Marathon","Marathon","The others are sprint events."
"1896","1900","1904","1912","1912","The others are years when the Olympics were held in even-numbered years."
"100m","200m","400m","1500m","1500m","The others are sprint events."
"Cinderella","Snow White","Aurora","Ariel","Ariel","The others are not mermaids"
